Filename,Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Tool,Polar Runtime,Average Time per Iteration,# Iterations,Time_Seconds
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.0,Phaserr,,,,329.3174
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.0,Spacer,,,,333.6168
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.0,Golem,,,,330.6167
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.0000000000.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.0,GSpacer,,,,329.5188
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.2222222222,Phaserr,,,,332.6017
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.2222222222,Spacer,,,,330.2346
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.2222222222,Golem,,,,330.5295
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.2222222222.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.2222222222,GSpacer,,,,333.429
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.4444444444.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.4444444444,Phaserr,,,,328.1285
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.4444444444.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.4444444444,Spacer,,,,333.8972
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.4444444444.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.4444444444,Golem,,,,331.1711
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.4444444444.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.4444444444,GSpacer,,,,330.4087
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.6666666667,Phaserr,,,,332.496
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.6666666667,Spacer,,,,330.6343
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.6666666667,Golem,,,,330.8175
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.6666666667,GSpacer,,,,333.7907
p_0.00_1000.00_5000.00_5000.00_2.0000_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,2.0,1000.0,1.0,1.8888888889,Phaserr,,,,329.3824
